Source,CAS Catalog Number,FieldNumber,Additional Identifier,Duplicate,Family,CommonName,Genus,Species,Name,affiliation,County,City,Locality,Inial Lat (starts 2018),Initial Long (starts 2018),Latitude,Longitude,Lat/Long Estimated,corrected by,date fixed,georeferencing notes,georeferenced longitude,georeferenced latitude,uncertainty raduis (m),fixed Latitude,fixed Longitude,How fixed lat/long determined,georeferenced by,lat/long protocol,How Lat/Long Det,georeference verification,Confidence Code,GE#,SignsHumanInteraction,BoatCollision,Shot,FisheryInteraction,OtherHumanInter,HowDetermined,OtherCauses,CauseOfDeathOtherRemarks,DateOfInitialObs,First Observed,InitialStatus,Era,ExaminationDate,month,day,year,NoExam,ExamCondition,Sex,AgeClass,condition,CarcassType,StraightLength,SL_units,SL_estimated,Tag at Stranding,Tag_1_ID,Tag_1_Color,Tag_1_Type,Tag_1_Placement,Tag_2_ID,Tag_2_Color,Tag_2_Type,Tag_2_Placement,Disposal_Towed,Disposal_Sunk,SpecimenDisp_ScientificCollection,Necropsy Code,Necropsied,Necropsy Type,Carcass Type,NecropsiedDate,NecropsiedBy,Additional Remarks,Gear Collected,Gear Disposition
National,,CADFW-20161208,BLANKSW100915,,Otariidae,CALIFORNIA SEA LION,Zalophus,californianus,Brennan Helwig,California Department of Fish and Wildlife,Sacramento,Sacramento,River mile 51.97. This is based on 0.0 starting upstream of Pittsburg,,,38.511894,–121.554919,actual,kkhigh,3/13/2021 23:31,,-121.554919,38.511894,107,,,,,,GPS,,,,N,N,N,N,N,,,,12/8/2016,,Fresh Dead,3,12/8/2016,12,8,2016,,Fresh Dead,FEMALE,ADULT,,,74,cm,actual,N,,,,,,,,,N,Y,FALSE,,N,,,,,,,
CAS,,CAS-AC-14MAY18-ALV,,,Otariidae,CALIFORNIA SEA LION,Zalophus,californianus,AMY L. VAN SYOC,,Sonoma,Jenner,Stump Beach State Park,,,38.581714,-123.335779,TRUE,kkhigh,3/14/2021 1:19,,-123.335779,38.581714,43,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,12-May-18,Beach or Land,Freshly Dead,3,5/14/2018,5,,2018,FALSE,Freshly Dead,Male,Pup / Calf,,Whole Carcass,119,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
historic,24448,CAS-AJJ-393,,,Phocoenidae,HARBOR PORPOISE,Phocoena,phocoena,Douglas J. Long,,San Mateo,,"Half Moon Bay, Miramar Beach, 30 m. north of the end of Alcatraz St.",,,37.47631766,-122.4456047,,kkhigh,2/15/2021 17:20,ngis based off of description,-122.458452,37.491514,21,,,,Julian A. Kapoor,MaNIS georeferencing guidelines,"Terrain Navigator 5.03 USGS 1:24,000",unverified,,,,,,,,,,,1998-07-12T00:00:00,,,3,7/12/1998,7,,1998,,,MALE,ADULT,,,Length=128.0 cm S.L.,,,,,,,,,,,,,,,,,,,,,"Skull w/ hyoids; stomach contents, brain stem, larynx, tapeworms (in alc.). Died 09 July 1998.",,
CAS,33118,CAS-ALV-002,,"N, H",Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,AMY L. VAN SYOC,,Mendocino,Manchester,Manchester State Beach,,,38.979555,-123.709349,TRUE,kkhigh,3/25/2021 1:31,,-123.709349,38.979555,69,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,16-May-15,Beach or Land,Advanced Decomposition,3,5/16/2015,5,,2015,FALSE,Advanced Decomposition,Male,Pup / Calf,,Whole Carcass,82,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,TRUE,,FALSE,,,,,,FALSE,
CAS,33119,CAS-ALV-003,,"N, H",Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,AMY L. VAN SYOC,,Mendocino,Manchester,Manchester State Beach,,,38.983831,-123.707176,TRUE,kkhigh,3/25/2021 1:32,,-123.707176,38.983831,69,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,16-May-15,Beach or Land,Mummified / Skeleton,3,5/16/2015,5,,2015,FALSE,Mummified / Skeleton,Male,Pup / Calf,,Whole Carcass,81,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,TRUE,,FALSE,,,,,,FALSE,
CAS,,CAS-ALV-004,,N,Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,AMY L. VAN SYOC,,Mendocino,Manchester,Manchester  Beach,,,38.991318,-123.70317,TRUE,kkhigh,3/25/2021 2:16,,-123.70317,38.991318,71,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,13-Jun-15,Beach or Land,Mummified / Skeleton,3,6/13/2015,6,,2015,FALSE,Mummified / Skeleton,Unknown,Pup / Calf,,Whole Carcass,76,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,TRUE,,FALSE,,,,,,FALSE,
CAS,31988,CAS-ALV-005,,"N, H",Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,AMY L. VAN SYOC,,Mendocino,Manchester,Manchester  Beach,,,38.996315,-123.700196,TRUE,kkhigh,3/25/2021 2:17,,-123.700196,38.996315,71,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,13-Jun-15,Beach or Land,Mummified / Skeleton,3,6/13/2015,6,,2015,FALSE,Mummified / Skeleton,Unknown,Pup / Calf,,Whole Carcass,83,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,TRUE,,FALSE,,,,,,FALSE,
National,,CAS-ALV-007,BLANKSW93261,,Otariidae,NORTHERN FUR SEAL,Callorhinus,ursinus,SUSAN PEMBERTON,California Academy of Sciences,Sonoma,The Sea Ranch,Black Point Beach,,,38.685677,–123.432122,estimate,kkhigh,3/14/2021 0:58,,-123.432122,38.685677,44,,,,,,Internet,,,,CBD,N,N,N,N,,,,11/20/2015,,Fresh Dead,3,12/15/2015,12,15,2015,,Fresh Dead,FEMALE,PUP/CALF,,,72.5,cm,actual,Y,,,,,,,,,N,N,TRUE,,N,,,,,tags reported to NMML,,
CAS,,CAS-ALV-008,,N,Otariidae,NORTHERN FUR SEAL,Callorhinus,ursinus,SUE PEMBERTON/AMY L. VAN SYOC,,Sonoma,The Sea Ranch,"Shell Beach, south end",,,38.726054,-123.480318,TRUE,kkhigh,3/14/2021 1:37,,-123.480318,38.726054,45,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,23-Nov-15,Beach or Land,Freshly Dead,3,12/15/2015,11,,2015,FALSE,Freshly Dead,Male,Pup / Calf,,Whole Carcass,79.5,cm,FALSE,TRUE,549A,Pink,Roto,LF,550A,Pink,Roto,,FALSE,FALSE,TRUE,,TRUE,Limited,Frozen/Thawed,15-Dec-15,Sue Pemberton,"5-7 pipe fish found intact in esophagus and oropharynx  sent to S Melin for ID and documentation.  Lung, heart, spleen, kidney, liver and 1 lymph node placed in formalin for histo exam.",FALSE,
CAS,,CAS-ALV-009,,N,Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,AMY L. VAN SYOC,,Sonoma,Gualala,Gualala Point Beach sand spit,,,38.761127,-123.530155,FALSE,kkhigh,3/14/2021 1:15,original lat long was still on trail,-123.531644,38.764477,636,,,,,,GPS,,,UME,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,8-May-16,Beach or Land,Moderate Decomposition,3,5/8/2016,5,,2016,FALSE,Moderate Decomposition,Male,Pup / Calf,,Whole Carcass,89,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,TRUE,,FALSE,,,,,,FALSE,
CAS,,CAS-ALV-010,,N,Otariidae,CALIFORNIA SEA LION,Zalophus,californianus,AMY L. VAN SYOC,,Sonoma,The Sea Ranch,in Salal Cove,,,38.746285,-123.519579,TRUE,kkhigh,3/14/2021 3:46,"ngis based off of description, original lat/long was about 200 yards out into water",-123.517485,38.746344,67,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,9-Aug-18,Beach or Land,Freshly Dead,3,8/9/2018,8,,2018,FALSE,Freshly Dead,Male,Subadult,,Whole Carcass,144,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,TRUE,,FALSE,,,,,baculum scavenged,FALSE,
CAS,,CAS-ALV-011,,,Otariidae,CALIFORNIA SEA LION,Zalophus,californianus,AMY L. VAN SYOC,,Sonoma,The Sea Ranch,On Shell  Beach at south end,,,38.721852,-123.473984,FALSE,kkhigh,3/14/2021 1:46,,-123.473984,38.721852,42,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,15-Aug-18,Beach or Land,Alive,3,8/16/2018,8,,2018,FALSE,Freshly Dead,Male,Subadult,,Whole Carcass,186,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,TRUE,,FALSE,,,,,,FALSE,
CAS,,CAS-ALV-012,,N,Otariidae,CALIFORNIA SEA LION,Zalophus,californianus,AMY L. VAN SYOC,,Sonoma,Gualala,"Gualala Point beach, south end",,,38.760594,-123.530678,FALSE,kkhigh,3/14/2021 0:45,,-123.530678,38.760594,71,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,30-Aug-18,Beach or Land,Moderate Decomposition,3,9/3/2018,8,,2018,FALSE,Moderate Decomposition,Male,Yearling,,Whole Carcass,130,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,TRUE,,FALSE,,,,,skull incomplete.,FALSE,
CAS,,CAS-ALV-013,,,Otariidae,CALIFORNIA SEA LION,Zalophus,californianus,AMY L. VAN SYOC,,Sonoma,The Sea Ranch,on Black Point Beach,38.685293,-123.431935,38.685293,-123.431935,FALSE,kkhigh,3/14/2021 1:23,,-123.431935,38.685293,27,,,,,,GPS,,,,YES,FALSE,TRUE,FALSE,,,TRUE,injury:bullet holes found during specimen preparation,24-Jun-19,Beach or Land,Advanced Decomposition,3,6/24/2019,6,,2019,FALSE,Advanced Decomposition,Male,Subadult,,Whole Carcass,132,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,TRUE,,FALSE,,,,,baculum not collected due to misidentified sex,FALSE,
CAS,,CAS-ALV-014,"TMMC-CSL-13769 ""Klamathon""",,Otariidae,CALIFORNIA SEA LION,Zalophus,californianus,AMY L. VAN SYOC,,Sonoma,The Sea Ranch,,38.741225,-123.512222,38.741225,-123.512222,FALSE,,,,-122.656013,37.903664,2409,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,26-Jun-19,Beach or Land,Advanced Decomposition,3,6/27/2019,6,,2019,FALSE,Advanced Decomposition,Male,Subadult,,Whole Carcass,136,cm,FALSE,FALSE,935K,red,Roto-Tag,RF,w4449,Orange,Roto-Tag,,FALSE,FALSE,TRUE,,FALSE,,,,,tagged on San Nicolas Island 9/25/2016 as a pup by NMML. Entered rehab at TMMC 07/07/2018. released at Chimney Rock 08/04/2018.,FALSE,
CAS,,CAS-AMP-1665,,,Otariidae,CALIFORNIA SEA LION,Zalophus,californianus,SUE PEMBERTON,,San Mateo,Daly City,Between Avalon Canyon and Mussel Rock Park,37.672926,-122.495344,37.672926,-122.495344,FALSE,kkhigh,2/13/2021 20:39,ngis based off of description,-122.49573,37.677002,147,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,26-Jun-19,Beach or Land,Moderate Decomposition,3,6/27/2019,6,,2019,FALSE,Moderate Decomposition,Female,Adult,,Whole Carcass,181,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,TRUE,,FALSE,,,,,examined by Kate High. Skull Collected by Aaron Phal.,FALSE,
CAS,31604,CAS-AMP-1666,,,Delphinidae,PACIFIC WHITE-SIDED DOLPHIN,Lagenorhynchus,obliquidens,SUE PEMBERTON,,San Mateo,Daly City,Between Avalon Canyon and Mussel Rock Park,37.681967,-122.495999,37.681967,-122.495999,FALSE,kkhigh,2/13/2021 20:38,,-122.495999,37.681967,12,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,26-Jun-19,Beach or Land,Moderate Decomposition,3,6/27/2019,6,,2019,FALSE,Moderate Decomposition,Male,Subadult,,Whole Carcass,179,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,TRUE,,FALSE,,,,,examined by Kate High. Skull Collected by Aaron Phal. Twine to left front flipper,FALSE,
CAS,,CAS-AMP-1932,,,Ziphiidae,HUBB'S BEAKED WHALE,Mesoplodon,carlhubbsi,SARAH CODDE,,Marin,Inverness,"Point Reyes National Seashore, Drake's Beach East",38.031157,-122.945591,38.031157,-122.945591,FALSE,kkhigh,3/18/2021 23:17,,-122.945591,38.031157,47,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,19-Aug-19,Beach or Land,Advanced Decomposition,3,8/19/2019,8,19,2019,FALSE,Advanced Decomposition,Male,Pup / Calf,,Whole Carcass,264,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,TRUE,,FALSE,,,,,found on Beach Watch survey.  Data and skeleton collected by Aaron Pahl and Sarah Codde. SWFSC confirmed species and determined gender via DNA.,FALSE,
CAS,,CAS-AMP-1964,,,Phocidae,HARBOR SEAL,Phoca,vitulina,SUE PEMBERTON,,San Francisco,San Francisco,Baker Beach mear the ramp to the beach.,,,37.794167,-122.483324,FALSE,kkhigh,3/23/2021 18:38,,-122.483324,37.794167,45,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,12-Aug-19,Beach or Land,Advanced Decomposition,3,8/12/2019,8,12,2019,FALSE,Advanced Decomposition,Female,Adult,,Whole Carcass,176,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,TRUE,,FALSE,,,,,examine and collection done by Aaron Paht,FALSE,
CAS,,CAS-AMP-1983,,,Otariidae,CALIFORNIA SEA LION,Zalophus,californianus,SUE PEMBERTON,,Marin,Inverness,"Point Reyes National Seashore, Drake's Beach East",,,38.029167,-122.955805,FALSE,kkhigh,3/18/2021 23:15,,-122.955805,38.029167,47,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,29-Aug-19,Beach or Land,Advanced Decomposition,3,8/29/2019,8,29,2019,FALSE,Advanced Decomposition,Male,Adult,,Whole Carcass,217,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,TRUE,,FALSE,,,,,examined and collected by Aaron Pahl,FALSE,
CAS,,CAS-ASG-123,,N,Otariidae,CALIFORNIA SEA LION,Zalophus,californianus,ALICIA S. GOODE,,SAN FRANCISCO,San Francisco,Found on Rocks west side of Treasure Island Across from Casa De La Vista,,,37.8186,122.37367,FALSE,kkhigh,3/23/2021 21:50,,-122.37367,37.8186,56,,,,,,,,,,No,FALSE,FALSE,FALSE,,,FALSE,,11-Aug-09,,Advanced Decomposition,3,8/11/2009,8,,2009,FALSE,Advanced Decomposition,Male,Subadult,,No,191,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-ASG-146,,N,Otariidae,CALIFORNIA SEA LION,Zalophus,californianus,ALICIA S. GOODE,,San Mateo,Pacifica,Sharp Park,,,37.63129,122.4943,FALSE,kkhigh,2/13/2021 21:24,,-122.4943,37.63129,14,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,,20-Oct-09,,Advanced Decomposition,3,10/20/2009,10,,2009,FALSE,Advanced Decomposition,Male,Subadult,,No,170,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,TRUE,,FALSE,,,,,,FALSE,
CAS,28731,CAS-ASG-147,,"N, H",Phocidae,HARBOR SEAL,Phoca,vitulina,ALICIA S. GOODE,,San Mateo,,Fitzgerald Marine Reserve,,,37.51945,122.51289,FALSE,kkhigh,2/11/2021 21:36,original lat/long on roof of house,-122.515743,37.521186,1655,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,,20-Oct-09,,Moderate Decomposition,3,10/20/2009,10,,2009,FALSE,Moderate Decomposition,Female,Yearling,,No,102,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,TRUE,,FALSE,,,,,,FALSE,
CAS,,CAS-ASG-198,,N,Phocidae,HARBOR SEAL,Phoca,vitulina,ALICIA S. GOODE,,Alameda,Berkeley,"Berkeley marina ""N"" dock",,,37.865005,-122.31677,FALSE,kkhigh,3/25/2021 6:52,,-122.31675,37.865011,40,,,,,,,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,External/Internal Exam,TRUE,INJURY; BRUISING TOP OF HEAD AND AROUND NECK,2-May-10,,Freshly Dead,3,5/4/2010,5,,2010,FALSE,Freshly Dead,Female,Pup / Calf,,No,76,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,TRUE,,TRUE,,,4-May-10,ALICIA S. GOODE,,FALSE,
CAS,,CAS-ASG-211,,N,Phocoenidae,HARBOR PORPOISE,Phocoena,phocoena,ALICIA S. GOODE,,San Francisco,San Francisco,"West side of Treasure Island, just N. of snack store and Guard booths on rocks",,,37.81715,122.372692,FALSE,kkhigh,3/24/2021 0:30,,-122.372692,37.81715,54,,,,,,,,,,No,FALSE,FALSE,FALSE,,,FALSE,,21-Jun-10,,Moderate Decomposition,3,6/22/2010,6,,2010,FALSE,Moderate Decomposition,Male,Subadult,,No,128,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,TRUE,,FALSE,,,,,,FALSE,
CAS,30100,CAS-ASG-433,,"N, H",Phocidae,HARBOR SEAL,Phoca,vitulina,ALICIA S. GOODE,,Alameda,Berkeley,Berkeley Marina,,,37.866682,-122.312579,FALSE,kkhigh,3/25/2021 6:33,,-122.312579,37.866682,73,,,,,,,,,,YES,FALSE,TRUE,FALSE,,,FALSE,,16-Aug-10,,Moderate Decomposition,3,8/16/2010,8,,2010,FALSE,Moderate Decomposition,Male,Adult,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,TRUE,,FALSE,,,,,Complete skull only.  No baculum or tissues collected.  Initial report on 16 August 2010. Bullet holes in top of skull. For additional information see Level A data in Marine Mammal Stranding Reports file.,FALSE,
CAS,,CAS-At-01JUL19-SLP,,,Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,SUE PEMBERTON,,San Mateo,Pacifica,"Sharp Park beach, south end",,,37.622037,-122.495861,FALSE,kkhigh,2/13/2021 20:17,,-122.495861,37.622037,16,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,1-Jul-19,Beach or Land,Advanced Decomposition,3,7/1/2019,7,,2019,FALSE,Advanced Decomposition,Female,Subadult,,Whole Carcass,108,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,TRUE,,FALSE,,,,,,FALSE,
CAS,,CAS-At-01MAY15-SLP,,N,Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,SUE PEMBERTON,,San Mateo,Half Moon Bay,Poplar State Beach,,,37.545796,-122.444935,TRUE,kkhigh,2/15/2021 16:59,"original lat/long was in the forest and far north, ngis based off of description",-122.444911,37.454689,965,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,1-May-15,Beach or Land,Moderate Decomposition,3,,5,,2015,TRUE,,Unknown,Pup / Calf,,Whole Carcass,,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,washed out ID from photo supplied by RP,FALSE,
CAS,,CAS-At-02MAY16-SWG,,N,Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,SARAH GRIMES,,Mendocino,Fort Bragg,MacKerricher State Beach,,,39.489444,-123.798677,FALSE,kkhigh,3/24/2021 6:30,,-123.798677,39.489444,48,,,,,,GPS,,,UME,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,2-May-16,Beach or Land,Advanced Decomposition,3,5/2/2016,5,,2016,FALSE,Advanced Decomposition,Male,Unknown,,Partial Carcass,80,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-At-03AUG16-SLP,,N,Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,SUE PEMBERTON,,Mendocino,Manchester,"Manchester Beach, 0.5 km north of Garcia River",,,38.958878,-123.727013,TRUE,kkhigh,3/25/2021 2:31,,-123.727013,38.958878,127,,,,,,Internet/software,,,UME,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,3-Aug-16,Beach or Land,Mummified / Skeleton,3,8/3/2016,8,,2016,FALSE,Mummified / Skeleton,Unknown,Yearling,,Whole Carcass,1,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-At-05JUN16-MEF,,N,Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,MAUREEN E. FLANNERY,,San Francisco,San Francisco,Ocean Beach at Noriega,,,37.753466,-122.509898,FALSE,kkhigh,3/22/2021 22:45,,-122.509898,37.753466,46,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,External Examination,FALSE,CBD,3-Jun-16,Beach or Land,Moderate Decomposition,3,6/3/2016,6,,2016,FALSE,Moderate Decomposition,Unknown,Pup / Calf,,Whole Carcass,81,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,white twine applied to left fore flipper. Lots of barnacles growing on the flippers.,FALSE,
CAS,,CAS-At-05MAY18-SLP,,N,Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,SUE PEMBERTON,,San Mateo,Pescadero,North Pescadero Beach in smaller cove off parking lot.,,,37.275126,-122.408061,FALSE,kkhigh,2/15/2021 22:52,"ngis based off of description, original lat/long was across hwy",-122.409499,37.275322,57,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,5-May-18,Beach or Land,Freshly Dead,3,5/5/2018,5,,2018,FALSE,Freshly Dead,Male,Pup / Calf,,Whole Carcass,83,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,wahsed. Out Id'd via photo.  Beach Watch Data.,FALSE,
CAS,,CAS-At-07MAY15-SLP,,N,Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,SUE PEMBERTON,,Marin,Point Reyes National Seashore,North Beach,,,38.096175,-122.9672,FALSE,kkhigh,3/17/2021 0:42,,-122.9672,38.096175,43,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,7-May-15,Beach or Land,Moderate Decomposition,3,5/7/2015,5,,2015,FALSE,Moderate Decomposition,Unknown,Pup / Calf,,Whole Carcass,63,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,Scavenged,FALSE,
CAS,,CAS-At-08APR15-SLP,,N,Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,SUE PEMBERTON,,San Mateo,Pescadero,Pescadero State Beach,,,37.271,-122.410325,TRUE,kkhigh,2/15/2021 20:14,,-122.410325,37.271,23,,,,,,Internet/software,,,UME,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,8-Apr-15,Beach or Land,Moderate Decomposition,3,,4,,2015,TRUE,,Unknown,Pup / Calf,,Whole Carcass,1,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-At-08AUG19-SLP,,,Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,SUE PEMBERTON,,Sonoma,Bodega,Short Tail Gulch at the foot at the stairs,,,38.30386,-123.013047,FALSE,kkhigh,3/14/2021 23:45,"ngis based off of description, original lat/long was still on trail",-123.012844,38.303769,17,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,8-Aug-19,Beach or Land,Mummified / Skeleton,3,8/8/2019,8,8,2019,FALSE,Mummified / Skeleton,Unknown,Yearling,,Partial Carcass,,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,not retrieved. Beach Watch data.  Id'd via photographs,FALSE,
CAS,,CAS-At-08JUN16-SWG,,N,Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,SARAH GRIMES,,Mendocino,Fort Bragg,Seaside Beach,,,39.557082,-123.767394,FALSE,kkhigh,3/25/2021 0:56,,-123.767394,39.557082,49,,,,,,GPS,,,UME,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,8-Jun-16,Beach or Land,Advanced Decomposition,3,6/8/2016,6,,2016,FALSE,Advanced Decomposition,Unknown,Pup / Calf,,Partial Carcass,86,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-At-08JUN19-SLP,,,Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,SUE PEMBERTON,,Sonoma,The Sea Ranch,Near Albatross Beach,38.709486,-123.455742,38.709486,-123.455742,FALSE,kkhigh,,,-123.45453,38.709514,133,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,8-Jun-19,Beach or Land,Alive,3,,6,,2019,TRUE,,Unknown,Pup / Calf,,Whole Carcass,,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,TRUE,,FALSE,,,,,"Animal was on an offshore rock, with an entanglement around the neck that was snagged on the rock.  An atempt was made to rescue was made by Ryan Berger of TMMC, but the conditions were not favorable or safe.  Animal was not found the next day and did not strand in the weeks following this observation. Level A submitted to document the entanglement for the UME",FALSE,
CAS,,CAS-At-09MAR16-SLP,,N,Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,SUE PEMBERTON,,Marin,Inverness,"Point Reyes National Seashore, Kehoe Beach just north of the access",,,38.155105,-122.948939,TRUE,kkhigh,3/19/2021 18:49,,-122.948939,38.155105,45,,,,,,Internet/software,,,UME,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,9-Mar-16,Beach or Land,Advanced Decomposition,3,3/9/2016,3,,2016,FALSE,Advanced Decomposition,Unknown,Pup / Calf,,Partial Carcass,80,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,Headless but idenified via photos of pelt and front flippers.,FALSE,
CAS,,CAS-At-11MAR16-SLP,,N,Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,SUE PEMBERTON,,Marin,Inverness,"Point Reyes National Seashore, Kehoe Beach between access trail and creek mouth",,,38.154995,-122.949214,FALSE,kkhigh,3/19/2021 19:08,,-122.949214,38.154995,53,,,,,,GPS,,,UME,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,9-Mar-16,Beach or Land,Advanced Decomposition,3,3/11/2016,3,,2016,FALSE,Advanced Decomposition,Unknown,Pup / Calf,,Partial Carcass,97,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,skull was found away from carcass and contained only the cranium. Fur seal-type fur with the front filppers dorsally furred.  Skull sutures consistent with a <1 year old fur seal.,FALSE,
