Source,CAS Catalog Number,FieldNumber,Additional Identifier,Duplicate,Family,CommonName,Genus,Species,Name,affiliation,County,City,Locality,Inial Lat (starts 2018),Initial Long (starts 2018),Latitude,Longitude,Lat/Long Estimated,corrected by,date fixed,georeferencing notes,georeferenced longitude,georeferenced latitude,uncertainty raduis (m),fixed Latitude,fixed Longitude,How fixed lat/long determined,georeferenced by,lat/long protocol,How Lat/Long Det,georeference verification,Confidence Code,GE#,SignsHumanInteraction,BoatCollision,Shot,FisheryInteraction,OtherHumanInter,HowDetermined,OtherCauses,CauseOfDeathOtherRemarks,DateOfInitialObs,First Observed,InitialStatus,Era,ExaminationDate,month,day,year,NoExam,ExamCondition,Sex,AgeClass,condition,CarcassType,StraightLength,SL_units,SL_estimated,Tag at Stranding,Tag_1_ID,Tag_1_Color,Tag_1_Type,Tag_1_Placement,Tag_2_ID,Tag_2_Color,Tag_2_Type,Tag_2_Placement,Disposal_Towed,Disposal_Sunk,SpecimenDisp_ScientificCollection,Necropsy Code,Necropsied,Necropsy Type,Carcass Type,NecropsiedDate,NecropsiedBy,Additional Remarks,Gear Collected,Gear Disposition
CAS,,CAS-At-11MAR19-SLP,,N,Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,SUE PEMBERTON,,Marin,Inverness,"Point Reyes National Seashore, Limnatour Beach",38.027122,-123.893192,38.027122,-123.893192,TRUE,kkhigh,3/17/2021 0:01,"changed 123 to 122, and point was back on land and limantour beach",-122.893192,38.027122,144,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,11-Mar-19,Beach or Land,Advanced Decomposition,3,3/11/2019,3,,2019,FALSE,Advanced Decomposition,Male,Pup / Calf,,Partial Carcass,91,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,Beach Watch Data. Skull missing. Sl estimated 76 cm from tail to neck opening,FALSE,
CAS,,CAS-At-14MAY16-SLP,,N,Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,SUE PEMBERTON,,Marin,Inverness,"Point Reyes National Seashore, McClures Beach",,,38.188053,-122.965099,TRUE,kkhigh,3/18/2021 19:58,,-122.965099,38.188053,47,,,,,,Internet/software,,,UME,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,14-May-16,Beach or Land,Freshly Dead,3,,5,,2016,TRUE,,Unknown,Pup / Calf,,Whole Carcass,1,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,Reported to PRNS visitor center; but report to biologists  in PNS was delayd by at least 2 weeks.  Id made via photo.  Attempt to recover carcass was not successful.,FALSE,
CAS,,CAS-At-14MAY16-SWG,,N,Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,SARAH GRIMES,,Mendocino,Fort Bragg,"MacKerricher State Beach, 10 Mile Beach",,,39.527236,-123.774507,TRUE,kkhigh,3/25/2021 1:50,,-123.774507,39.527236,65,,,,,,Internet/software,,,UME,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,14-May-16,Beach or Land,Mummified / Skeleton,3,5/14/2016,5,,2016,FALSE,Mummified / Skeleton,Unknown,Pup / Calf,,Whole Carcass,1,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-At-15JUN16-SLP,,,Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,SUE PEMBERTON,,San Mateo,Pescadero,"Pomponio State Beach,  0.5 mile south of entrance",,,37.290079,-122.40744,TRUE,kkhigh,2/15/2021 22:00,,-122.40744,37.290079,38,,,,,,Internet/software,,,UME,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,16-Jun-16,Beach or Land,Moderate Decomposition,3,,6,,2016,TRUE,,Unknown,Yearling,,Whole Carcass,1,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-At-17JUN16-MEF-A,,N,Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,MAUREEN E. FLANNERY,,San Mateo,Daly City,"Thornton Beach, below parking lot",,,37.697828,-122.499389,FALSE,kkhigh,2/12/2021 21:07,,-122.499389,37.697828,10,,,,,,GPS,,,UME,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,17-Jun-16,Beach or Land,Advanced Decomposition,3,6/17/2016,6,,2016,FALSE,Advanced Decomposition,Unknown,Yearling,,Whole Carcass,92,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-At-17JUN16-MEF-B,,N,Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,MAUREEN E. FLANNERY,,San Mateo,Daly City,Thornton Beach,,,37.710902,-122.503077,TRUE,kkhigh,2/12/2021 19:28,,-122.503077,37.710902,12,,,,,,Internet/software,,,UME,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,17-Jun-16,Beach or Land,Moderate Decomposition,3,,6,,2016,TRUE,,Unknown,Yearling,,Whole Carcass,1,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-At-18JUN11-SLP,,N,Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,SUE PEMBERTON,,San Mateo,Pomponio State Beach,Pomponio SB Main beach south end,,,37.298782,-122.405557,FALSE,kkhigh,2/17/2021 19:04,,-122.405557,37.298782,23,,,,,,,,,,YES,FALSE,FALSE,TRUE,,,FALSE,,18-Jun-11,,Freshly Dead,3,,6,,2011,TRUE,Freshly Dead,Unknown,Yearling,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-At-20MAY19-SLP,,,Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,SUE PEMBERTON,,San Mateo,Half Moon Bay,Tunitas Creek Beach,,,37.352733,-122.401077,TRUE,kkhigh,2/15/2021 22:26,,-122.401077,37.352733,27,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,20-May-19,Beach or Land,Mummified / Skeleton,3,,5,,2019,TRUE,,Unknown,Pup / Calf,,Partial Carcass,,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,Cranium only found by WSPL surveyors on beach.  They collect it and gave it education interpreter at Half Moon Bay StateBeach.   I found it on  bunch of skulls she asked me to id.  Since it is a partial we don't wish o archive it here at CAS; so I left it with them so they can apply for a permit.,FALSE,
CAS,,CAS-At-21JUL15-SLP,,N,Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,SUE PEMBERTON,,Marin,Stinson Beach,"Stinson Beach, Sea Drift",,,37.896602,-122.642813,FALSE,kkhigh,3/20/2021 0:44,,-122.642813,37.896602,54,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,21-Jul-15,Beach or Land,Moderate Decomposition,3,,7,,2015,TRUE,,Female,Yearling,,Whole Carcass,77,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,Not reported by BW to CAS until two months after survey,FALSE,
CAS,,CAS-At-23JUL18-SLP,,,Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,SUE PEMBERTON,,Mendocino,Westport,Westport beach near RV Park/Campground,,,39.651578,-123.784934,TRUE,kkhigh,3/25/2021 1:20,,-123.784934,39.651578,69,,,,,,Internet/software,,,,YES,FALSE,FALSE,TRUE,disentangled by member of public,,FALSE,CBD: probable that human interaction led to stranding,23-Jul-18,Beach or Land,Alive,3,,7,,2018,TRUE,,Unknown,Yearling,,Whole Carcass,,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,This animal was disentangled by the public and it fled the beach shortly after.  The incident was filmed and uploaded to the FB page of the Westport Campground and RV. Https://www.facebook.com/100005218991963/posts/902088473308444/,FALSE,
CAS,,CAS-At-25APR15-SLP,,N,Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,SUE PEMBERTON,,San Mateo,Moss Beach,Fitzgerald Marine Reserve Main Beach,,,37.523027,-122.517442,TRUE,kkhigh,2/11/2021 19:11,,-122.517442,37.523027,10,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,25-Apr-15,Beach or Land,Advanced Decomposition,3,,4,,2015,TRUE,,Unknown,Pup / Calf,,Partial Carcass,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,ID'd with photos supplied by FME Ranger Rob Cala,FALSE,
CAS,,CAS-At-28JUL15-SLP,,N,Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,SUE PEMBERTON,,Marin,Point Reyes National Seashore,"Point Reyes National Seashore, 1 mile south of Abbott's lagoon",,,38.084059,-122.972985,FALSE,kkhigh,3/18/2021 19:45,,-122.972985,38.084059,38,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,External Examination,FALSE,CBD,28-Jul-15,Beach or Land,Mummified / Skeleton,3,,7,,2015,TRUE,,Female,Yearling,,Whole Carcass,83,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-At-29MAY18-SLP,,N,Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,SUE PEMBERTON,,San Mateo,Pacifica,"Sharp Park Beach,  south end",,,37.620783,-122.49614,FALSE,kkhigh,2/13/2021 20:24,,-122.49614,37.620783,8,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,27-May-18,Beach or Land,Advanced Decomposition,3,5/29/2018,5,,2018,FALSE,Advanced Decomposition,Male,Pup / Calf,,Whole Carcass,89,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,Beach Watch Reported,FALSE,
CAS,,CAS-At-30JUN15-SLP,,N,Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,SUE PEMBERTON,,Marin,Point Reyes National Seashore,"Point Reyes National Seashore, North Beach",,,38.097359,-122.96724,TRUE,kkhigh,3/18/2021 0:34,,-122.96724,38.097359,46,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,External Examination,FALSE,CBD,30-Jun-15,Beach or Land,Freshly Dead,3,,6,,2015,TRUE,,Male,Pup / Calf,,Whole Carcass,92,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-At-31MAY17-SLP,,N,Otariidae,GUADALUPE FUR SEAL,Arctocephalus,townsendi,SUE PEMBERTON,,Marin,Inverness,"Point Reyes National Seashore,  Kehoe Beach",,,38.155839,-122.949677,TRUE,kkhigh,3/19/2021 0:40,,-122.949677,38.155839,46,,,,,,Internet/software,,,UME,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,31-May-17,Beach or Land,Mummified / Skeleton,3,5/31/2017,5,,2017,FALSE,Mummified / Skeleton,Male,Pup / Calf,,Whole Carcass,84,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,landfill disposal,FALSE,
CAS,,CAS-Ba-14AUG16-SLP,,,Balaenopteridae,MINKE WHALE,Balaenoptera,acutorostrata,SUE PEMBERTON,,Marin,Inverness,"Point Reyes National Seashore, Drake's Estero, 1.5 miles inland from mouth of estero",,,38.05091,-122.94548,TRUE,kkhigh,3/19/2021 0:48,,-122.94548,38.05091,315,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,14-Aug-16,Floating,Alive,3,8/21/2016,8,,2016,TRUE,Advanced Decomposition,Unknown,Subadult,,,500,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,"8/14/16: not confirmed dead.  Reported by Kayakers as alive and moving aound, blinking exposed eye on the late afternoon of August 14.  TMMC responded by boat the next day to assess condition and was not able to locate whale.  Unknown if it died or made its way back to the ocean.  It was located about 1.5 miles from the mouth of Drake's estero stuck on a sand bar. 8/28/16:  Received a report from Bill Keener that one of his voluntees photographed the whale on the NW shore of Home Bay, Drake's Estero on 8/14/15, but failed to notifiy him until 8/21/16 (1 week later.)  Carcass is now in poor condition. A CAS volunteer was unable to locate the carcass.",FALSE,
CAS,,CAS-Cu-01MAR19-SWG,,N,Otariidae,NORTHERN FUR SEAL,Callorhinus,ursinus,SARAH GRIMES,,Mendocino,Fort Bragg,"MacKerrocher State Park, Ten Mile Beach",,,39.516509,-123.780366,FALSE,kkhigh,3/25/2021 1:06,,-123.780366,39.516509,46,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,1-Mar-19,Beach or Land,Mummified / Skeleton,3,3/1/2019,3,,2019,FALSE,Mummified / Skeleton,Unknown,Pup / Calf,,Partial Carcass,77,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,TRUE,,FALSE,,,,,,FALSE,
CAS,,CAS-Cu-01NOV15-SLP,,N,Otariidae,NORTHERN FUR SEAL,Callorhinus,ursinus,SUE PEMBERTON,,Mendocino,Manchester,1/2 mile north of river mouth,,,38.95897,-123.725852,TRUE,kkhigh,3/25/2021 1:41,,-123.725852,38.95897,57,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,1-Nov-15,Beach or Land,Moderate Decomposition,3,11/1/2015,11,,2015,FALSE,Moderate Decomposition,Unknown,Pup / Calf,,Whole Carcass,80,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Cu-03JUL09-KGS,,N,Otariidae,NORTHERN FUR SEAL,Callorhinus,ursinus,KEARY G. SORENSON,,Sonoma,Jenner,Goat Rock,,,38 26.467,123 07.535,FALSE,kkhigh,3/14/2021 3:44,,-123.126168,38.441494,186,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,TRUE,SHARK ATTACK,3-Jul-09,,Freshly Dead,3,7/3/2009,7,,2009,FALSE,Freshly Dead,Unknown,Unknown,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,TRUE,,FALSE,,,,,,FALSE,
CAS,,CAS-Cu-05JAN13-SLP,,N,Otariidae,NORTHERN FUR SEAL,Callorhinus,ursinus,SUE PEMBERTON,,Marin,Point Reyes National Seashore,1 km south of Limantour access,,,38.022575,-122.872285,FALSE,kkhigh,3/19/2021 20:31,,-122.872285,38.022575,53,,,,,,,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,5-Jan-13,,Advanced Decomposition,3,,1,,2013,FALSE,,Male,Pup / Calf,,No,77,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Cu-06JAN18-SLP,,,Otariidae,NORTHERN FUR SEAL,Callorhinus,ursinus,SUE PEMBERTON,,Marin,Inverness,"Point Reyes National Seashore,  Limnatour Beach at the end of the spit at the mouth of Drake's Estero",,,38.0304,-122.923,FALSE,kkhigh,3/19/2021 18:52,,-122.923,38.0304,69,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,6-Jan-18,Beach or Land,Alive,3,1/6/2018,1,,2018,TRUE,Freshly Dead,Unknown,Pup / Calf,,Whole Carcass,,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,"id'd via photo, Alive when called in to TMMC was dead upon response by rescue team. Was informed that it would most likely would wash out with the tide. No furher calls reporting it.",FALSE,
CAS,,CAS-Cu-07JUL18-SLP,,N,Otariidae,NORTHERN FUR SEAL,Callorhinus,ursinus,SUE PEMBERTON,,San Mateo,Daly City,Thorton Beach near trail from parking lot,,,37.697364,-122.499221,TRUE,kkhigh,2/12/2021 21:11,,-122.499221,37.697364,24,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,7-Jul-18,Beach or Land,Advanced Decomposition,3,,7,,2018,TRUE,,Unknown,Pup / Calf,,Whole Carcass,,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,Photo id.,FALSE,
CAS,,CAS-Cu-07NOV15-SLP,,N,Otariidae,NORTHERN FUR SEAL,Callorhinus,ursinus,SUE PEMBERTON,,San Mateo,San  Gregorio,1 mile north of  San Gregorio Parking Lot,,,37.338324,-122.401795,TRUE,kkhigh,2/15/2021 22:50,,-122.401795,37.338324,26,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,7-Nov-15,Beach or Land,Freshly Dead,3,,11,,2015,TRUE,,Unknown,Pup / Calf,,Whole Carcass,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,Washed out.  Animal was within tidal zone when reported and reported days later.  ID'd by photo provided by reporting party,FALSE,
CAS,,CAS-Cu-11DEC12-SLP,,N,Otariidae,NORTHERN FUR SEAL,Callorhinus,ursinus,SUE PEMBERTON,,Marin,Point Reyes National Seashore,North beach 1/2 km north of parking lot,,,38.053054,-122.986797,FALSE,kkhigh,3/17/2021 18:30,,-122.986797,38.053054,46,,,,,,,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,11-Dec-12,,Freshly Dead,3,,12,,2012,TRUE,,Male,Pup / Calf,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Cu-12APR15-SLP,,N,Otariidae,NORTHERN FUR SEAL,Callorhinus,ursinus,SUE PEMBERTON,,Marin,Point Reyes National Seashore,Limantour Beach - 2 miles north of the parking lotq,,,38.028992,-122.918211,FALSE,kkhigh,3/19/2021 1:31,,-122.918211,38.028992,61,,,,,,,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,12-Apr-15,,Mummified / Skeleton,3,4/12/2015,4,,2015,FALSE,Mummified / Skeleton,Unknown,Pup / Calf,,No,74,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Cu-13JUL15-SLP,,N,Otariidae,NORTHERN FUR SEAL,Callorhinus,ursinus,SUE PEMBERTON,,Marin,Point Reyes National Seashore,"Point Reyes NS, North Beach",,,38.079145,-122.975041,TRUE,kkhigh,3/17/2021 23:49,,-122.975041,38.079145,36,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,13-Jul-15,Beach or Land,Mummified / Skeleton,3,7/13/2015,7,,2015,FALSE,Mummified / Skeleton,Male,Pup / Calf,,Whole Carcass,67,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Cu-15NOV15-SLP,,N,Otariidae,NORTHERN FUR SEAL,Callorhinus,ursinus,SUE PEMBERTON,,Marin,Dillon Beach,North of Lawson's Landing,,,38.235558,-122.971,TRUE,kkhigh,3/18/2021 2:49,,-122.971,38.235558,55,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,25-Nov-15,Beach or Land,Freshly Dead,3,11/25/2015,11,,2015,FALSE,Freshly Dead,Unknown,Pup / Calf,,Partial Carcass,74,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,"Outside intact, guts scavenged.",FALSE,
CAS,,CAS-Cu-18OCT19-MAC,,,Otariidae,NORTHERN FUR SEAL,Callorhinus,ursinus,SUE PEMBERTON,,Marin,Dillon Beach,"Tomales Bay mout, near Tom's Point",,,38.235308,-122.972746,FALSE,kkhigh,3/18/2021 19:50,,-122.972746,38.235308,45,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,17-Oct-19,Beach or Land,Advanced Decomposition,3,10/18/2019,10,17,2019,FALSE,Advanced Decomposition,Female,Pup / Calf,,Whole Carcass,74,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,Carcass collected for examination but discarded after. Nothing archived,FALSE,
CAS,,CAS-Cu-20JAN98-KC,,,Otariidae,NORTHERN FUR SEAL,Callorhinus,ursinus,K. CEBRA,,Marin,,"PT. REYES NATIONAL SEASHORE, DRAKE'S ESTERO, AT THE END OF DRAKE'S BEACH",,,N 38 01.941',W 122 56.080',FALSE,kkhigh,3/21/2021 3:15,ngis based off of description,-122.936819,38.031404,1883,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,20-Jan-98,,Advanced Decomposition,3,1/21/1998,1,,1998,FALSE,Advanced Decomposition,Female,,,No,120,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,TRUE,,FALSE,,,,,,FALSE,
CAS,,CAS-Cu-21OCT18-SLP,,N,Otariidae,NORTHERN FUR SEAL,Callorhinus,ursinus,SUE PEMBERTON,,Marin,Stinson,near bathrooms in the national park section,,,37.896883,-122.641862,TRUE,kkhigh,3/20/2021 0:28,,-122.641862,37.896883,54,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,21-Oct-18,Beach or Land,Moderate Decomposition,3,,10,,2018,TRUE,,Unknown,Pup / Calf,,,78,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,washed out with tide.  Measurement taken with tape measure in the photograph.,FALSE,`
CAS,,CAS-Cu-22NOV14-SLP,,N,Otariidae,NORTHERN FUR SEAL,Callorhinus,ursinus,SUE PEMBERTON,,Marin,Point Reyes National Seashore,"Limantour Beach, west",,,38.026978,-122.891057,FALSE,kkhigh,3/19/2021 18:50,,-122.891057,38.026978,43,,,,,,,,,,No,FALSE,FALSE,FALSE,,,FALSE,,22-Nov-14,,Freshly Dead,3,,11,,2014,TRUE,,,Pup / Calf,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Cu-24NOV18-SLP,,N,Otariidae,NORTHERN FUR SEAL,Callorhinus,ursinus,SUE PEMBERTON,,San Mateo,Half Moon Bay,"Half Moon Bay State Beach, north end of bridge access",37.469085,-122.447298,37.469085,-122.447298,TRUE,kkhigh,2/15/2021 16:55,,-122.447298,37.469085,26,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,24-Nov-18,Beach or Land,Moderate Decomposition,3,11/24/2018,11,,2018,FALSE,Moderate Decomposition,Female,Pup / Calf,,Partial Carcass,90,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,Beach Watch Data,FALSE,`
CAS,,CAS-Cu-28NOV15-SLP-A,,N,Otariidae,NORTHERN FUR SEAL,Callorhinus,ursinus,SUE PEMBERTON,,San Francisco,San Francisco,Ocean Beach between Judah & Kirkham,,,37.759241,-122.511008,TRUE,kkhigh,3/22/2021 22:30,,-122.511008,37.759241,48,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,28-Nov-15,Beach or Land,Advanced Decomposition,3,,11,,2015,TRUE,,Unknown,Pup / Calf,,Partial Carcass,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Cu-28NOV15-SLP-B,,N,Otariidae,NORTHERN FUR SEAL,Callorhinus,ursinus,SUE PEMBERTON,,Mendocino,Manchester,Manchester State Beach,,,38.955573,-123.730583,TRUE,kkhigh,3/25/2021 1:24,,-123.730583,38.955573,49,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,28-Nov-15,Beach or Land,Freshly Dead,3,11/28/2015,11,,2015,FALSE,Freshly Dead,Female,Pup / Calf,,Partial Carcass,77,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,partial skull,FALSE,
CAS,,CAS-Cu-28NOV16-SLP,,N,Otariidae,NORTHERN FUR SEAL,Callorhinus,ursinus,SUE PEMBERTON,,Marin,Inverness,"Point Reyes National Seashore,  Drake's Beach East 200 yards east of Horseshoe Cove below tide line",,,38.031408,-122.945243,TRUE,kkhigh,3/19/2021 1:07,,-122.945243,38.031408,54,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,28-Nov-16,Beach or Land,Moderate Decomposition,3,11/28/2016,11,,2016,FALSE,Moderate Decomposition,Male,Pup / Calf,,Whole Carcass,75,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Cu-30JUL13-SLP,,N,Otariidae,NORTHERN FUR SEAL,Callorhinus,ursinus,SUE PEMBERTON,,San Francisco,San Francisco,Ocean Beach at Cabrillo,,,37.772994,-122.513685,FALSE,kkhigh,3/22/2021 22:02,,-122.513685,37.772994,46,,,,,,,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,30-Jul-13,,Advanced Decomposition,3,7/30/2013,7,,2013,FALSE,Advanced Decomposition,Male,Pup / Calf,,No,72,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Dd-06JAN17-SLP,,N,Delphinidae,SHORT-BEAKED COMMON DOLPHIN,Delphinus,delphis,SUE PEMBERTON,,Sonoma,Bodega,"Salmon Creek Beach, mid south",,,38.3349305,-123.06903,FALSE,kkhigh,3/14/2021 5:58,,-123.06903,38.334931,43,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,6-Jan-17,Beach or Land,Freshly Dead,3,,1,,2017,TRUE,,Unknown,Pup / Calf,,Whole Carcass,1,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,unerupted teeth,FALSE,
CAS,,CAS-Dd-10MAR98-RB,,,Delphinidae,SHORT-BEAKED COMMON DOLPHIN,Delphinus,delphis,RAYMOND BANDAR,,San Mateo,Montara,MONTARA STATE BEACH,,,,,FALSE,kkhigh,3/7/2021 2:16,ngis based off of description,-122.514077,37.550252,1042,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,10-Mar-98,,Advanced Decomposition,3,3/11/1998,3,,1998,FALSE,Advanced Decomposition,Male,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Dd-23DEC15-SLP,,N,Delphinidae,SHORT-BEAKED COMMON DOLPHIN,Delphinus,delphis,SUE PEMBERTON,,Marin,Point Reyes National Seashore,Between North and South Beach,,,38.062681,-122.982117,TRUE,kkhigh,3/17/2021 18:15,,-122.982117,38.062681,53,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,23-Dec-15,Beach or Land,Freshly Dead,3,,12,,2015,TRUE,,Unknown,Subadult,,Whole Carcass,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
